S00161, Je Veux Aller De Bordeaux A Lille Via Toulouse
S00162,Je veux aller de Lille a Strasiourg
S00163,Je Pars De Teulon Et Je Vais À Nantes
S00164,je pars de marseille et je vais a nantes
S00165,COMMENT ALLER DE GRENOBLE VERS REIMS ?
S00166,dEs traIns en PartAncE de NCe VerS clErmOnT-fErrAnD
S00167,Je veux aller de SaintEtienne à L Havre ce soir
S00168,Je veux aller demain
S00169,Pour le boulot: Paris -> Saint-Etienne!!
S00170,Train   ...
S00171,Je veux aller de Toulouse à Strasbourg ce soir
S00172,réserver un train de nimes à clermont-ferrand pour demain ...
S00173,JE VEUX ALLER DE NICE À NANTES DEMAIN
S00174,Je veux aller de Grnoble à Saint-Etienne demain
S00175,Un ticket Clermont-Ferrand Grenoble
S00176,Peux-tu m'aider ?
S00177,Aller a!!!
S00178,des traiNS en PArtanCe dE NiEC Vers reIsm
S00179,Comment aller de Clermont-Ferand vers Toulno ? ...
S00180,un ticket grenoble sainteetienne
S00181,Je veux aller de Nimes à Strasbourg
S00182,Aller à
S00183,de a ?
S00184,Je pars
S00185,Je veux aller de Lyon à Clermont-FFerrand via Saint-Etienne
S00186,coMment alLer de bordeaux veRs nimeEs ?
S00187,je veux aller de lille à nantes
S00188,JE VEUX ALLER DE TOOULON À NEMES CE SOIR
S00189,Billet de Paris à Clermont-Ferrand
S00190,je voudrais aller de nantes à reims en passant par rennnes
S00191,Je voudrais aller de Rennes à Nantes en passant par Bordeaux
S00192,Je veux aller de Rennes a Montpelier lundi
S00193,JE VOUDRAIS UN BILLET LILE-DIJN
S00194,Je dois rejoindre Nimes en partant de Montpellier avec mon ami Albert
S00195,"salut, je veux aller de sait-etienne à angers stp!!!"
S00196,Train
S00197,  Je veux aller de Saint-tienne à Le Havre lundi!!
S00198,Je voudrais un billet Maresille-Saint-Etienne ?
S00199,  Je voudrais aller de Nates a Lille 
S00200,je voudrais aller de clermon-tferrand à toulouse
S00201,Comment Aller De Clermont-Ferrand Vers Bordeaux ?
S00202,pour le boulot: lille -> toulouse
S00203,Merci beaucoup
S00204,Comment aller de Montpellier vers Reims ?
S00205,Je dois rejoindre Niec en partant de Lille avec mon ami Albert
S00206, Billet de Le Havre à Llle 
S00207,Comment aller de Bordeaux vers Toulon ?
S00208,Comment aller de Nice vers Angers ?
S00209,POUR LE BOULOT: PARIS -> LILLE
S00210, Train  
S00211,je veux aller demain
S00212,Je veux aller de Dijon à Nants demain!!
S00213,je veUx Aller De rennes à dion ce soir
S00214,Réserver un train de Dijoon à Nce pour demain
S00215,"SALUT, JE VEUX ALLER DE LE HAVRE À DIJON STP"
S00216,Je veux aller de Rennes à Nantes
S00217,Je Veux Aller De Rennes À Toulouse Lundi
S00218,Reserver un train de Strasbourg a Grenoble pour demain 
S00219,Je voudrais aller de Llle à Nimees
S00220,Un ticket Angers Lyon
S00221,Je veux aller de Dijon à Paris ce soir
S00222,Je voudrais un billet Saint-Etieenne-Montpellier
S00223,de à!!!
S00224,"Salut, je veux aller de Marseille a Nantes stp"
S00225,"Salut, je veux aller de Nimes a Strasbourg stp"
S00226, JE VEUX ALLER DE NIMES À TOULOUUSE CE SOIR  
S00227,Je veux aller de Rennes à Gernoble via Paris
S00228,Billet de Nanes à Le Have
S00229,Comment aller de Renies vers Lon ?
S00230,Un ticket Grnoble Nice
S00231,Comment aller de Renens vers Toulon ?
S00232,Réserver un train de Nimes à Clermont-Ferrand pour demain ...
S00233,Je voudrais aller de Rennes à Bordeaux en passant par Reims ...
S00234,  Je suis à la maison 
S00235,DE A
S00236,Je veux aller de Toulon à Reimms
S00237, Je Veux Aller De Strasbourg À Augers Ce Soir  
S00238,Quel temps fait-il à Le Havre ?.
S00239,Je veux aller de LeHavre a Paris
S00240,Je dois rejoindre Lyon en partant de Rennes avec mon ami Albert
S00241, je veux AlleR de angers a montpeLlieR Demain  
S00242,Des trains en partance de Dijon vers Le Havre
S00243,Je dois rejoindre Marseille en partant de Bordeaux avec mon ami Albert
S00244,Je souhaite me rendre à Toulno depuis Boreaux.
S00245,Je voudrais aller de Reism à Paris en passant par Nantes
S00246,J'aime Saint-Etienne
S00247,Merci beaucoup
S00248,Je veux aller de Clermont-Ferrand à Nuntes lundi
S00249,Je pars de Reims et je vais à Saint-Etienne 
S00250,JE VEUX ALLER DE STRASBOURG À NIICE CE SOIR
S00251,Je pars de Nantes et je vais a Toulon  
S00252,Pour le boulot: Paris -> Dijjon
S00253,Un ticket Angers Greyoble
S00254,  train  
S00255,Je veux aller de Strasboug à Dijon lundi
S00256,Je veux aller de Saint-Etiienne à Marseille
S00257,Un Ticket Clermont-Ferrand Nantees
S00258,Je souhaite me rendre à Le Havrre depuis Niice
S00259,Bonjour.
S00260,Je veux aller de Marsealle à Lon via Toulon
S00261,Je suis a la maison
S00262,Billet de Montpellier à Dijon
S00263, Je dois rejoindre Strsabourg en partant de Dieon avec mon ami Albert 
S00264,"Salut, je veux aller de Dijon à Grenoble stp"
S00265,Des trains en partance de Montpellier vers Rennes
S00266,Je Veux Un Billet
S00267,Train
S00268,JE VEUX ALLER DE NUCE À LYON
S00269,Aller à
S00270,Comment aller de Touulouse vers Dijon ?
S00271,Pour le boulot: Strasbourg -> Prais!!!
S00272,Je Veux Un Billet!!!
S00273,Pour le boulot: Bordeaux -> Montpellier
S00274,Je souhaite me rendre à Dijon depuis Clermont-Ferrand
S00275,Je veux aller de Clermont-Ferrand à Grenoble demain
S00276,Je voudrais aller de Nice a Maseille en passant par Nimes
S00277,Je veux aller de Angers à Nimes
S00278,des trains en partance de le havre vers grenoble
S00279,Je pars
S00280,"salut, je veux alLEr De nimes à grEnOle stp!!"
S00281,je voudrais un billet lalle-toulon ...
S00282,  Je veux un billet 
S00283,Je pars de Nimes et je vais à Angers
S00284,je vEux alLEr de BOrdeaUx à cleront-fErrANd vIa touyoN ?
S00285,Je Veux Aller De Marselle À Nice Via Toulon!!
S00286,  Je voudrais aller de Grenobel a Runnes en passant par Strasbourg 
S00287,BILLET DE STRASBOURG A LE HAAVRE
S00288,Un ticket Bodreaux Le Have
S00289,Billet de Bordeaaux à Nantes
S00290,Pour le boulot: Grenoble -> Llle
S00291,Quel temps fait-il a Lyon ?
S00292,Je veux aller de Strasbourg à Le Havre
S00293, Je dois rejoindre Angers en partant de Toulouse avec mon ami Albert  
S00294,Je veux aller de Nantes à Rennes lundi
S00295,  Un ticket Lyon Angers  
S00296,Un ticket Lyon Montpelleir
S00297,Je Veux Un Billet.
S00298,Aller à
S00299,Je suis a la maison
S00300,Reserver un train de Clermont-Ferrand a Toulon pour demain
S00301,Billet de Naantes à Touloues
S00302,Un ticket Clermont-Ferrand Nimes
S00303,Pour le boulot: Dijjon -> Lyon
S00304,Je veux aller de Touulon à Rennes demain!!
S00305,Je Dois Rejoindre Marseile En Partant De Paris Avec Mon Ami Albert.
S00306,Je voudrais un billet Montpellier-Loyn
S00307,Billet de Toulon à Clermont-Ferrand
S00308,Je veux aller de Rennes à Nimmes via Nie ...
S00309,Je veux aller de Clermont-Ferrand à Marsielle demain!!
S00310,je voudrais aller de naetes à lyin en passant par reism
S00311,  Bonjour  
S00312,réserver un train de rennnes à nantes pour demain
S00313, Avec Mes Amis Florence Et Paris Je Mange Une Pizza  
S00314,Pour le boulot: Toulouse -> Bardeaux
S00315,Je veux aller de Reanes à Nice via Nantes
S00316,Quel temps fait-il à Bordeaux ?
S00317,Je voudrais aller de Niec à Reims
S00318,Je souhaite me rendre à Nice depuis Marseille
S00319,Je veux aller de Nimes à Le Haver demain
S00320,Je souhaite me rendre à Rennes depuis Lille
S00321,Je dois rejoindre Bordeaux en partant de Paris avec mon ami Albert
S00322,je voudrais aller de le havre à grenoble
S00323,J'aime Paris
S00324,Pour le boulot: Dioon -> Nates!!!
S00325,je dois rejoindre le havre en partant de reims avec mon ami albert ...
S00326,  Je veux aller de Dijon a Nimes  
S00327, Je souhaite me rendre à Reims depuis Montpellier  
S00328, Je voudrais un billet Niec-Le Havre  
S00329,Je souhaite me rendre à Bordeux depuis Lyon
S00330,Pour le boulot: Lille -> Montpellier
S00331,Je veux aller de Reeims à Liole ce soir
S00332,  Je Voudrais Aller De Reims À Saint-Ettienne En Passant Par Nice  
S00333,je voudrais aller de strasburg à nimes en passant par nantes
S00334,Je voudrais aller de Montpellier a Nntes
S00335,Des trains en partance de Lilel vers Marseille
S00336,Je veux ALler De montplelier à toulouse lUndI
S00337,bonJouR
S00338,pour le boulot: lyon -> dijon
S00339,  Je pars
S00340,  Je suis à la maison  .
S00341,UN TICKET RENNES MRASEILLE
S00342,Billet de Nce a Marseille
S00343,Je veux aller de Toulouse à Bardeaux lundi
S00344, Je voudrais aller de Nantes à Bordeux en passant par Montpellier 
S00345,Comment aller de Nantes vers Marseille ?
S00346,Un ticket Toulon Clermoont-Ferrand  
S00347, je doiS reJoindRe Lyn en parTanT de marseille aVeC mOn ami aLbeRt  
S00348,je dois rejoindre cleimont-ferrand en partant de nimes avec mon ami albert
S00349,Je souhaite me rendre à Dijno depuis Montpellier
S00350,Je veux aller de Lille à Diijon via Lyon
S00351,Des trains en partance de Strasbourg vers Nice
S00352,JE SOUHAITE ME RENDRE A REIMS DEPUIS RANNES
S00353,billet de rennes a le havre
S00354,Je veux aller de Le Havre à Nimes demain
S00355,Je voudrais un billet Strasbourg-Toullon
S00356,cOmmenT aLler de boRdeaaux vers LIllle ?
S00357,Je veux un billet
S00358,je Veux alLer de bOrdEaux à le hhavrE luNdi
S00359,de à
S00360,Je Veux Aller De Montpellier A Toulon Ce Soir
S00361,Avec mes amis florence et paris je mange une pizza
S00362,Quel temps fait-il à Lille ?
S00363,Comment aller de Rennes vers Montpellier ?.
S00364,Quel temps fait-il à Nantes ?
S00365,Je souhaite me rendre à Le Havre depuis Mrseille
S00366, Billet de Paris à Mareille 
S00367, Je pars  
S00368,  UN TICKET CLERMONT-FERRAND NANES
S00369,Je voudrais aller de Rennes à Lile!!
S00370,Je pars de Le Havre et je vais a Nantes!!
S00371,je voudrAis un bIllet saint-etiennE-RennEs.
S00372,Comment aller de Nice vers Bordeaux ?
S00373,JE VEUX ALLER DE DIJON À CLERMONT-FERRAND
S00374,Je voudrais un billet Toulon-Le Havre
S00375,Je veux aller de Toulon a Nmies ce soir
S00376,Je veux aller de Saint-Etienne a Marseille ce soir
S00377,je suis à La maison
S00378,Des trains en partance de Dujon vers Nantes
S00379,J'aime Angers
S00380,Je voudrais aller de Reims à Dijon
S00381,Je voudrais aller de LeeHavre à Nimmes en passant par Toulouse
S00382,Je veux aller de Llle à Montpelliier lundi
S00383,de à
S00384,Je veux aller de Rennes à Lyon ce soir
S00385,Je pars
S00386,Je pars de Nice et je vais à Clemront-Ferrand
S00387,Je Veux Un Billet
S00388,Je veux aller de Rennes à Paris 
S00389,Je souhaite me rendre à Montpellier depuis Saint-Etienne
S00390,Je veux aller de Toulon à Clermont-Ferrand demain
S00391,Je veux aller de Nice à Reies
S00392,Je dois rejoindre Le Havre en partant de Bordeaux avec mon ami Albert
S00393,JE VEUX ALLER DE STRASBOURG À PARIS VIA NIMES
S00394,  avec mes amis flOReNce et Paris je MaNge une pIzza
S00395,Je dois rejoindre Touoln en partant de Angerrs avec mon ami Albert
S00396,Je veux aller de Clermont-Ferrand à Monupellier demain!!
S00397,Train
S00398,BILLET DE RIEMS À TOULON
S00399,Pour le boulot: Le Havre -> Lyon ?
S00400,je voudrais aller de toulno à rims
S00401,J'aime Lille
S00402, Pour le boulot: Bordeaux -> Marseille   ?
S00403,Je souhaite me rendre à Montpellier depuis Toulon
S00404, Je pars  ?
S00405,Je voudrais aller de Bordeaux à Rennes en passant par Strasbourg
S00406,Je souhaite me rendre a Grenoble depuis Montpellier
S00407,un ticket reism montpellier
S00408,JE VEUX ALLER DE CLERMONT-FERRAND À TOULON CE SOIR  
S00409,Je pars de Nantes et je vais a Toulon.
S00410,Je voudrais aller de Reims a Toulon
S00411,Je veux aller de Clermont-Ferrand à Dijon
S00412,Je veux aller de Le Havre à Nimes via Nice!!
S00413,Je dois rejoindre Strasbourg en partant de Angerrs avec mon ami Albert
S00414,BILLET DE RENNS À LYIN
S00415,Je pars de Nie et je vais à Le HHavre
S00416,  Je dois rejoindre Toulouse en partant de Marseille avec mon ami Albert
S00417,Merci Beaucoup
S00418,Billet de Bordaux a Grenoble!!
S00419,Billet de Le Havre a Grenoble
S00420,Billet de Grenoble a Paris
S00421,Je voudrais aller de Toulouse à Bordeaux en passant par Clermont-Ferrand
S00422,Je dois rejoindre Bordeaux en partant de Angers avec mon ami Albert
S00423,Je Veux Aller De Renes A Lyoon Via Toulouse
S00424,Des trains en partance de Marseille vers Toulouse
S00425,Je veux aller de Nims a Dijon ce soir
S00426,JE VEUX ALLER DEMAIN
S00427,Je veux aller de Nimes à Dijon lundi
S00428,Je veux un billet
S00429,Un ticket Reims Toulon.
S00430,  J'aime Grenoble !!
S00431,Je voudrais aller de Naantes à Lille
S00432,Je voudrais aller de Clermont-Ferrand a Bordeaux en passant par Nimes
S00433,Je veux aller de Saint-Etienne à Nice
S00434,JE SOUHAITE ME RENDRE À MARSEILLE DEPUIS DIJNO!!!
S00435,Je veux aller de Nimes à Reims via Lyno
S00436, Merci Beaucoup   ...
S00437,JE VOUDRAIS UN BILLET LILLE-PAIIS ...
S00438,Je veux aller de Saont-Etienne à Mrseille
S00439,je VEux aller De Angers à nants ce soiR
S00440,je veUx Aller de Le havre a Dijon lundi
S00441,Réserver un train de Strasbourg à Angerrs pour demain
S00442,Des trains en partance de Toulouse vers Strasbourg
S00443,Un ticket Loyn Surasbourg
S00444,Je souhaite me rendre à Angers depuis Nice 
S00445,Je dois rejoindre Bordeaux en partant de Laon avec mon ami Albert ...
S00446,  Je veux aller de Clermont-Ferrand a Paris lundi 
S00447,Bonjour ...
S00448,un TicKet l ehavre touion
S00449,Quel temps fait-il à Paris ?
S00450,Je veux aller de Niec a Saaint-Etienne lundi
S00451,UN TICKET NANNTES CLEMONT-FERRAND.
S00452,Un ticket Strasbourg Grenoble ?
S00453,JE VEUX ALLER DE NICE À LE HAVRE
S00454,Je souhaite me rendre a Toulon depuis Nimes
S00455,Je voudrais aller de Lille à Nice en passant par Grenoble.
S00456,réserver un train de reies à strasbourg pour demain
S00457,Je dois rejoindre Nice en partant de Clermont-Ferrand avec mon ami Albert
S00458,JE VOUDRAIS ALLER DE LYON A RENNNES EN PASSANT PAR ANGRES
S00459,Je veux aller de Montpellier à Nanttes via Bordeaux
S00460,Je pars de Anges et je vais à Bordeaox
S00461,Billet de Pairs à Grenoble
S00462,Je veux aller de Nice à Nimees ?
S00463,Je veux aller demain
S00464,Je pars
S00465,jE vOudrais allER de nanets à straSbourg en passant par rENnes
S00466,Aller à
S00467,  pour le boulot: bordeaux -> nie !!!
S00468,Je veux aller de Montpellire à Bordeaxu ce soir
S00469,Bonjour
S00470,bonjour
S00471,"Salut, je veux aller de Lille a Clermont-Ferrand stp"
S00472,JE VEUX ALLER DEMAIN
S00473,Je voudrais un billet Lyon-Nantes
S00474,Avec mes amis florence et paris je mange une pizza
S00475,Je veux aller de Niue a Toulon demain
S00476,Merci beaucoup
S00477, Aller à  
S00478,de à
S00479,Bonjour
S00480,Je pars.
S00481,Je souhaite me rendre à Strasbourg depuis Nantes
S00482, de a 
S00483,Je veux aller de Bordeaux a Touulon lundi
S00484,Réserver un train de Nce à Bordeeaux pour demain
S00485,Comment aller de Lyon vers Le Havre ? ?
S00486,Je veux aller de Strasbourg a Clermont-Ferrand
S00487,Quel temps fait-il à Clermont-Ferrand ?  
S00488,  Réserver un train de Nimes à Lyyn pour demain  
S00489, Je veux aller de Bordeaux à Montpeller lundi
S00490,Je suis à la maison  .
S00491,Un ticket Le Hvare Remis
S00492,je voudraiS aLler De toulouse à mArSeille En passanT par Nantes!!!
S00493,Je souhaite me rendre à Nantes depuis Strsabourg
S00494,Je pars de Toulon et je vais à Lyon
S00495, Je pars de Diijon et je vais a Le Havrre 
S00496,Bonjour
S00497,Comment aller de Bordeaux vers Angers ?
S00498,Je voudrais un billet Bordeaux-Toulouse!!!
S00499,ALLER À
S00500,Je veux aller de Liole à Paris lundi
S00501,De À 
S00502, Réserver un train de Bordeaux à Natnes pour demain 
S00503,Je veux un billet.
S00504,Je souhaite me rendre à Lille depuis Rennes
S00505,  POUR LE BOULOT: ANEGRS -> STRASBOURG
S00506,Je voudrais aller de Saint-Etienne à Dijon en passant par Nimes
S00507,Je Veux Aller De Lille À Clemront-Ferrand Via Paris  
S00508,Je pars de Lillle et je vais à Le Havre
S00509,Reserver un train de Tolouse a Strasbourg pour demain
S00510,DES TRAINS EN PARTANCE DE SAINT-ETIENNE VERS REIMS
S00511,Je veux aller de Lille à Le Havre demain
S00512,Avec mes amis florence et paris je mange une pizza 
S00513, Je voudrais un billet Marseille-Lille
S00514,Pour le boulot: Dijon -> Clermont-Ferand
S00515,Je dois rejoindre Reims en partant de Le Havre avec mon ami Albert
S00516,Je Veux Aller De Lyon A Rennes Demain
S00517,pour le boulot: le havre -> angers
S00518,Je voudrais aller de Dijon à Grynoble en passant par Strasbourg!!
S00519,Un ticket Le Havre Tulon
S00520, Pour Le boulot: aNgEsr -> tOouloUse  
S00521,Comment aller de Saint-Etienne vers Bordeaaux ?
S00522,Je pars de Toulon et je vais à Lyon!!!
S00523,reserver un train de marseille a angers pour demain .
S00524,Bonjour
S00525,  Je voudrais un billet Angeers-Le Havre  
S00526,Un ticket Montpeilier Marseille
S00527,j aime nantes ...
S00528,  Comment aller de Nanttes vers Clermont-Ferrand ?  
S00529,Je dois rejoindre Goenoble en partant de Dijon avec mon ami Albert
S00530,Bonjour
S00531,JE DOIS REJOINDRE LYON EN PARTANT DE ANGERS AVEC MON AMI ALBERT
S00532,de à!!!
S00533,Je veux aller de Marseille à Lile
S00534,Je Veux Aller De Pariis À Grennoble Demain
S00535,Des Trains En Partance De Nimes Vers Marseille
S00536,JE VEUX ALLER DE ROIMS À STRSBOURG CE SOIR
S00537,Je suis à la maison
S00538,de à
S00539,Je souhaite me rendre a Bordeaux depuis Tuolouse!!
S00540,Des trains en partance de Strasbourg vers Tuolouse ?
S00541,Je pars
S00542, Je suis a la maison
S00543,Un ticket Lyon Touloue
S00544,JE SOUHAITE ME RENDRE À GRENOBLE DEPUIS TOULON
S00545,Des trains en partance de Lyyon vers Marieille!!!
S00546,pour le boULot: Saint-etiEnNe -> le HAVrE
S00547,POUR LE BOULOT: BORDEAUX -> ANGRES
S00548, JE VOUDRAIS UN BILLET DIJON-MONTPELLIER
S00549, Pour le boulot: Clermont-Ferraod -> Lyoon
S00550,Peux-tu m'aider ?!!
S00551,Peux-tu m'aider ? !!
S00552,je vEux ALlEr de Saint-etiEnne à angers Demain!!
S00553,J'AIME NIMES
S00554,Pour le boulot: Reiims -> Bordeaux
S00555,  Je veux aller demain
S00556,Je veUx un billEt
S00557,Je dois rejoindre Mareille en partant de Touln avec mon ami Albert
S00558,je voudrais aller de nantes a toulouse
S00559,je souhaitE mE rendRe à lille depuIs montpEllier ?
S00560,JE VEUX ALLER DE REIMS À LE HAVRE CE SOIR
S00561,Je veux aller demain
S00562, Je souhaite me rendre à Lyon depuis Marseille  
S00563, J'aime Le Havre
S00564,Je voudrais aller de Reims à Le Havre
S00565,Je voudrais aller de Pariis à Le Havre
S00566,  Je pars 
S00567,AVEC MES AMIS FLORENCE ET PARIS JE MANGE UNE PIZZA
S00568,  je veux aller de mnotpellier à dijon demain
S00569,Je pars de Grenobe et je vais à Lille
S00570,Je dois rejoindre Mareille en partant de Nimes avec mon ami Albert
S00571,"Salut, je veux aller de Toulon a Leon stp"
S00572,je veux un billet
S00573,AVEC MES AMIS FLORENCE ET PARIS JE MANGE UNE PIZZA
S00574,Je veux aller de Toulon à Nantes ce soir
S00575,Aller À
S00576,Je veux aller de Reims à Le Havre demain
